Initialization,Ops,E,gnorm,E0,Exact
34,3,-2.4126350040596516,1.0425512873152593e-08,-1.8630899838010795,-2.8009588996544403
35,3,-2.412635004059652,4.404125267204794e-12,-1.9462246173464015,-2.8009588996544403
36,3,-2.412635004059652,2.0638374149765062e-13,-1.6822325186892062,-2.8009588996544403
37,3,-2.4126350040596516,4.155219960009738e-12,-2.123624596464261,-2.8009588996544403
38,3,-2.4126350040596525,4.829941119462626e-11,-1.859527730390222,-2.8009588996544403
39,3,-2.412635004059652,1.323302938306695e-10,-1.7317668189531183,-2.8009588996544403
40,3,-2.412635004059652,1.0579726415422767e-13,-1.7696122567096084,-2.8009588996544403
41,3,-2.412635004059653,2.4613783726068378e-09,-1.872663173940778,-2.8009588996544403
42,3,-2.4126350040596516,2.2919316770263577e-14,-1.7047997871821754,-2.8009588996544403
43,3,-2.4126350040596516,2.5214621866732888e-11,-1.886593406465122,-2.8009588996544403
44,3,-2.412635004059653,2.2487140712556572e-10,-1.691839601192778,-2.8009588996544403
45,3,-2.4126350040596507,8.173025427785956e-11,-2.0719452650613714,-2.8009588996544403
46,3,-2.412635004059653,4.820292339206295e-09,-1.6882154459182108,-2.8009588996544403
47,3,-2.412635004059651,1.3194093504630868e-09,-1.8232928254413707,-2.8009588996544403
48,3,-2.412635004059652,3.1860017152662546e-10,-1.7276988582663773,-2.8009588996544403
49,3,-2.4126350040596525,1.0967465506880435e-10,-1.7828566087457078,-2.8009588996544403
50,3,-2.412635004059652,1.4824072920144378e-10,-2.0184881283057,-2.8009588996544403
51,3,-2.4126350040596525,1.321932973966874e-11,-1.8951526378813857,-2.8009588996544403
52,3,-2.412635004059652,1.4218429839747676e-10,-2.2784930321196146,-2.8009588996544403
53,3,-2.412635004059652,1.0839727696495466e-09,-2.1262519254481655,-2.8009588996544403
54,3,-2.412635004059651,2.352760190422593e-10,-1.812766880173366,-2.8009588996544403
55,3,-2.4126350040596525,2.6454332728590477e-11,-1.8335046482272435,-2.8009588996544403
56,3,-2.4126350040596516,4.695862805838358e-15,-2.0752540967949775,-2.8009588996544403
57,3,-2.412635004059652,7.990438971840592e-10,-1.9046384309438655,-2.8009588996544403
