Initialization,Ops,E,gnorm,E0,Exact
101,2,-2.1660681325262567,3.977748236457319e-11,-1.5129711113132105,-2.8009588996544403
102,2,-2.166068132526257,7.691438428848746e-12,-1.7794140068722348,-2.8009588996544403
103,2,-2.166068132526257,5.430445870629151e-10,-1.7401333486500423,-2.8009588996544403
104,2,-2.1660681325262567,3.0230467807398406e-13,-1.998163944446376,-2.8009588996544403
105,2,-2.1660681325262567,1.897158476511053e-12,-2.0363748885098363,-2.8009588996544403
106,2,-2.166068132526257,4.004505348847205e-15,-2.013564115157025,-2.8009588996544403
107,2,-2.1660681325262567,1.9835550083706776e-10,-1.8409703625818832,-2.8009588996544403
108,2,-2.1660681325262567,4.0792475870788896e-10,-2.0680092131888994,-2.8009588996544403
109,2,-2.1660681325262567,1.1102230246251565e-16,-2.1375506826319586,-2.8009588996544403
110,2,-2.166068132526257,6.597332847786498e-10,-2.1482322919054004,-2.8009588996544403
111,2,-2.166068132526257,7.21404245687801e-11,-1.8781881154694235,-2.8009588996544403
112,2,-2.166068132526257,7.460356303802741e-09,-1.6018672224930883,-2.8009588996544403
113,2,-2.166068132526256,2.128012625599054e-12,-1.6405117231508954,-2.8009588996544403
114,2,-2.1660681325262567,3.166038543361579e-11,-1.684544711544741,-2.8009588996544403
115,2,-2.1660681325262567,1.0640251895296711e-12,-1.6293676602232379,-2.8009588996544403
116,2,-2.1660681325262563,1.1458524060249156e-12,-2.0459727735524758,-2.8009588996544403
117,2,-2.1660681325262567,2.5260809771251593e-09,-1.928988201725676,-2.8009588996544403
118,2,-2.1660681325262576,1.9717342731368555e-11,-1.761905722942748,-2.8009588996544403
119,2,-2.1660681325262567,1.6165091241761062e-14,-1.8244210721617373,-2.8009588996544403
120,2,-2.166068132526257,2.638970003411226e-15,-2.0355496115796057,-2.8009588996544403
121,2,-2.1660681325262563,9.063670724908574e-13,-2.100468949634809,-2.8009588996544403
122,2,-2.1660681325262563,1.4708380061101792e-08,-1.9859670131753635,-2.8009588996544403
123,2,-2.1660681325262567,2.5107143806790317e-09,-1.9731824164278247,-2.8009588996544403
124,2,-2.1660681325262567,7.9619900383146e-12,-1.9214135145112152,-2.8009588996544403
125,2,-2.1660681325262563,1.3174696181186988e-11,-1.9691251523810163,-2.8009588996544403
126,2,-2.166068132526257,7.370476585153371e-13,-1.771923345778931,-2.8009588996544403
0,3,-2.2790653671601193,4.237039747404634e-09,-2.1660681325262576,-2.8009588996544403
1,3,-2.2790653671601193,2.354956884582228e-09,-2.2790653671601193,-2.8009588996544403
2,3,-2.279065367160119,1.047382306668854e-15,-1.8617433783245754,-2.8009588996544403
3,3,-2.2790653671601198,4.61772759994205e-12,-1.6719474203192193,-2.8009588996544403
4,3,-2.2790653671601184,3.9607723691543216e-11,-2.050122070935387,-2.8009588996544403
5,3,-2.2790653671601193,3.650882545846199e-09,-1.7938579851578813,-2.8009588996544403
6,3,-2.279065367160119,1.1856128273913933e-08,-1.6578392587635047,-2.8009588996544403
7,3,-2.279065367160119,1.1559559262033787e-11,-1.8055852398602044,-2.8009588996544403
8,3,-2.279065367160118,4.632901507294475e-10,-2.0053793726510785,-2.8009588996544403
9,3,-2.2790653671601193,6.054840802037315e-11,-1.8971726269049016,-2.8009588996544403
10,3,-2.2790653671601193,1.4816938748991224e-08,-1.8793891600870483,-2.8009588996544403
11,3,-2.2790653671601184,2.9152337592188322e-12,-1.619111873332098,-2.8009588996544403
12,3,-2.2790653671601193,9.309880672420097e-11,-1.9247008762101872,-2.8009588996544403
13,3,-2.279065367160119,1.987702246981752e-10,-1.5826843666392152,-2.8009588996544403
14,3,-2.2790653671601184,4.2687750457915315e-14,-1.8921356568120156,-2.8009588996544403
15,3,-2.2790653671601193,1.9198355700947284e-08,-1.9349410062571635,-2.8009588996544403
16,3,-2.2790653671601193,2.35802645709039e-10,-2.2140594741510222,-2.8009588996544403
17,3,-2.2790653671601193,5.151910668468459e-12,-1.4133691495904728,-2.8009588996544403
18,3,-2.2790653671601193,1.547049374087765e-11,-1.8247771507656088,-2.8009588996544403
19,3,-2.2790653671601198,3.067416025257355e-13,-2.220253485008767,-2.8009588996544403
20,3,-2.2790653671601193,1.88031462324835e-09,-1.637472221634087,-2.8009588996544403
21,3,-2.279065367160119,3.904993456784871e-10,-2.091090576968183,-2.8009588996544403
22,3,-2.279065367160119,4.77679961394774e-12,-1.8886429334544377,-2.8009588996544403
23,3,-2.2790653671601184,1.446950695526997e-11,-1.727631379498385,-2.8009588996544403
24,3,-2.2790653671601193,9.891911686512563e-12,-1.8500240487494128,-2.8009588996544403
25,3,-2.2790653671601193,2.4251544648928783e-11,-1.6977584942533273,-2.8009588996544403
26,3,-2.2790653671601193,2.43618183406743e-10,-2.1953326232219346,-2.8009588996544403
27,3,-2.2790653671601193,1.5857156540161844e-15,-1.5361445544457855,-2.8009588996544403
28,3,-2.2790653671601184,1.681440324985997e-12,-1.7881109293541004,-2.8009588996544403
29,3,-2.2790653671601198,1.077638949163669e-08,-2.1211840630501086,-2.8009588996544403
30,3,-2.279065367160119,2.116571382960817e-11,-2.0237373663043594,-2.8009588996544403
31,3,-2.2790653671601193,1.9538307948475077e-10,-1.5403574229279446,-2.8009588996544403
32,3,-2.2790653671601198,1.2725753903338725e-10,-1.8957643817855958,-2.8009588996544403
33,3,-2.2790653671601193,7.860465955239863e-09,-1.843799510121003,-2.8009588996544403
34,3,-2.2790653671601193,1.4020535329232108e-11,-1.9180664090991972,-2.8009588996544403
35,3,-2.279065367160119,1.252734204038102e-12,-1.6000255034924291,-2.8009588996544403
36,3,-2.2790653671601193,6.413686441499869e-13,-2.263297815222225,-2.8009588996544403
37,3,-2.279065367160119,1.159106867033638e-15,-1.432108897102851,-2.8009588996544403
38,3,-2.279065367160119,4.413118605125134e-10,-1.931117595301552,-2.8009588996544403
39,3,-2.2790653671601184,4.5328020758080575e-11,-1.9226242166991017,-2.8009588996544403
