-4946.022160354408 0.0001285676027350824
-4943.332848706524 0.0001368962721039859
-4937.15725960974 0.00014984002016795784
-4926.207739388317 0.00017039065227873233
-4908.677355474252 0.00020438685447992137
-4881.97623815313 0.00026454480830246974
-4842.367908420041 0.00038115652147508025
-4784.520346070192 0.0006456008602578671
-4700.909589052375 0.0013950886078082144
-4580.6050052790015 0.004507533788953425
-4946.166723009412 0.0001231327850326739
-4944.470816458619 0.00011968655889588231
-4941.470533966724 0.00011784920331250557
-4937.579412666179 0.000117943740501258
-4933.120039984015 0.00012127307341225458
-4928.346747539281 0.0001311031480785279
-4923.462142860137 0.00015462144322809832
-4918.6289127442915 0.00020658948091164883
-4913.977613044254 0.0003152826720532018
-4909.610922915158 0.0005294542738215395
-4905.605076760584 0.0009175743251879742
-4902.0097632821125 0.0015339242315705415
-4898.848238238892 0.0023556418958840153
-4896.119226156143 0.003233509103665044
-4893.801221232309 0.0039039040290212166
-4891.858358207523 0.004253427259130031
-4890.247202369325 0.00405172544428713
-4888.9216842701035 0.0035796874744747505
-4887.835742985306 0.00490272677891314
-4886.949968861332 0.007488250592573591
-4886.226634542159 0.014138347777284172
-4885.61196023911 0.04884966485536337
-4885.104139336291 0.08844823434639452
-4884.681170611396 0.13421008576980215
-4884.312726078924 0.1993912068455968
-4884.018163663706 0.2506372991416779
-4883.793189537035 0.28080405753344884
-4883.630565487266 0.28780347171449533
-4883.4326803688355 0.3616558277622028
-4883.3498410194725 0.3458852570186841
-4883.228665594777 0.38886737897918333
