UCC E,t1,t2,VCC E,t1,t2
-0.65604825114559,0,0,-0.65604825114559,0,0
-0.703021362980699,-0.570441314247224,-0.454672718506196,-0.641130493080587,-0.570441314247224,-0.454672718506196
-0.900318326023137,0.275222458305957,-0.793967050823285,-0.862656271993118,0.275222458305957,-0.793967050823285
-0.402784590462987,-0.989173339984337,-0.133618176256815,-0.359672883344774,-0.989173339984337,-0.133618176256815
-0.401735461757033,-0.475880257521305,0.366984692124569,-0.390541038627451,-0.475880257521305,0.366984692124569
-0.497055060452967,0.024123587858703,0.28023629924394,-0.493325293350001,0.024123587858703,0.28023629924394
-0.896349775317177,-0.072126964628065,-0.553929232530821,-0.906499081397988,-0.072126964628065,-0.553929232530821
-0.365035671671514,-0.908432396733806,0.172241412536405,-0.344148895759528,-0.908432396733806,0.172241412536405
-0.334722165029044,0.859652938156341,0.613312314883868,-0.343931593739458,0.859652938156341,0.613312314883868
-0.356535987290173,-0.830745607170629,0.315867829514724,-0.340387750169708,-0.830745607170629,0.315867829514724
-0.873906666813616,0.380439816003006,-0.798308806056841,-0.80403668571101,0.380439816003006,-0.798308806056841
-0.615890098718454,-0.80677652268659,-0.564841314134609,-0.495521133322148,-0.80677652268659,-0.564841314134609
-0.50525857754547,0.601871847802966,-0.028378611929024,-0.489295609817069,0.601871847802966,-0.028378611929024
-0.416313490566352,-0.21569409831896,0.441214829607054,-0.405165920565395,-0.21569409831896,0.441214829607054
-0.398538127912324,0.146567571742697,0.515731244652833,-0.384117839700134,0.146567571742697,0.515731244652833
-0.686852067982303,0.552931867015666,-0.391562872915541,-0.637591892181368,0.552931867015666,-0.391562872915541
-0.448163157120188,0.043845669447069,0.387057212841619,-0.439886787844575,0.043845669447069,0.387057212841619
-0.721318488825542,-0.840671871252151,-0.995089251629664,-0.464984802675631,-0.840671871252151,-0.995089251629664
-0.404747400448526,-0.646739259812285,0.227437043762467,-0.39083994746434,-0.646739259812285,0.227437043762467
-0.362221351636059,-0.702043333123478,0.390444207619367,-0.346853638177017,-0.702043333123478,0.390444207619367
-0.827897485796953,-0.483363458724391,-0.735109300591358,-0.736911871055247,-0.483363458724391,-0.735109300591358
-0.358948843613934,0.388249899711911,0.616858958812052,-0.343306950736313,0.388249899711911,0.616858958812052
-0.779206623015266,0.277769494812431,-0.324717181974506,-0.770614824953284,0.277769494812431,-0.324717181974506
-0.33874926369972,-0.504558929482806,0.757141439143225,-0.33507823231298,-0.504558929482806,0.757141439143225
-0.684224989360734,-0.8545428612464,-0.870111366060788,-0.467915955943753,-0.8545428612464,-0.870111366060788
-0.466538016439013,-0.435009183281535,0.201500824480536,-0.461718992056539,-0.435009183281535,0.201500824480536
-0.400775125898643,-0.125356040701005,0.511947180117625,-0.386512631149593,-0.125356040701005,0.511947180117625
-0.340663751625342,0.927557547479798,0.954497193615758,-0.438995592659014,0.927557547479798,0.954497193615758
-0.835546341876341,-0.030989020640464,-0.34601494552317,-0.840991374654709,-0.030989020640464,-0.34601494552317
-0.334398622657293,-0.608354486598792,0.814456392310661,-0.346798486990207,-0.608354486598792,0.814456392310661
-0.646266721499206,0.171575085276066,-0.01370952407708,-0.646007547611491,0.171575085276066,-0.01370952407708
-0.636922579201755,-0.733487702180301,-0.511454728988873,-0.538145446218111,-0.733487702180301,-0.511454728988873
-0.92844812667219,-0.091120670637323,-0.824207980634572,-0.922224385023771,-0.091120670637323,-0.824207980634572
-0.733265043254958,-0.263147427119083,-0.216555281773111,-0.728087177238715,-0.263147427119083,-0.216555281773111
-0.812425987862491,0.194830251479684,-0.346753525106844,-0.810584662837044,0.194830251479684,-0.346753525106844
-0.747719068579565,0.691755271207361,-0.792820242433693,-0.582544137627644,0.691755271207361,-0.792820242433693
-0.848609894366118,-0.495195548480821,-0.886871827787275,-0.71923971133361,-0.495195548480821,-0.886871827787275
-0.657618216827844,-0.709952133001009,-0.532912584968268,-0.557071211889403,-0.709952133001009,-0.532912584968268
-0.356848945467427,-0.711029537828664,0.421506240452499,-0.342046344179667,-0.711029537828664,0.421506240452499
-0.428829640572516,0.106539329331233,0.430064933816752,-0.418423804307927,0.106539329331233,0.430064933816752
-0.528019718843797,0.454263046912057,0.047177504071225,-0.522939988132843,0.454263046912057,0.047177504071225
-0.768086360293764,-0.453174832788713,-0.47507802332765,-0.724599570856238,-0.453174832788713,-0.47507802332765
-0.355709048510974,-0.803360918233592,0.348730570029148,-0.340208380772356,-0.803360918233592,0.348730570029148
-0.652493636165347,-0.497409259293187,-0.250344950136596,-0.627168272225464,-0.497409259293187,-0.250344950136596
-0.373645468130481,0.631475652949746,0.379366910146622,-0.358830845300101,0.631475652949746,0.379366910146622
-0.876734198639213,0.33605072442901,-0.727354543831462,-0.83165514452232,0.33605072442901,-0.727354543831462
-0.794961788536338,0.244306674452391,-0.336859285893153,-0.789142137794419,0.244306674452391,-0.336859285893153
-0.393443340568286,-0.39065774064541,0.447161407355178,-0.380753841423529,-0.39065774064541,0.447161407355178
-0.667076974048181,0.899191445729923,-0.894516292487822,-0.44042287908522,0.899191445729923,-0.894516292487822
-0.508634555387968,0.375398371677008,0.142647668604929,-0.506383946573628,0.375398371677008,0.142647668604929
-0.650859766442218,-0.400890010277988,-0.157034847555578,-0.640262782652118,-0.400890010277988,-0.157034847555578
-0.894888758169909,-0.097754862599891,-0.557955316572909,-0.903372197103848,-0.097754862599891,-0.557955316572909
-0.50106512037409,-0.325440002775504,0.18715496715908,-0.499072364536111,-0.325440002775504,0.18715496715908
-0.360966509138226,0.272562424310816,0.650084682295128,-0.344351342667053,0.272562424310816,0.650084682295128
-0.731930994989095,0.500296846854657,-0.437929857339074,-0.68458184601828,0.500296846854657,-0.437929857339074
-0.364255373996877,-0.1665347713588,0.659266988899759,-0.346810596988777,-0.1665347713588,0.659266988899759
-0.336086278416791,-0.689667024356457,0.698593958465445,-0.338713757954868,-0.689667024356457,0.698593958465445
-0.334417553602495,-0.419830921167178,0.909987101749001,-0.348644890116178,-0.419830921167178,0.909987101749001
-0.671052264525633,-0.358738010595507,-0.162763160483636,-0.662591391390285,-0.358738010595507,-0.162763160483636
-0.383542152943393,0.568925822033181,0.377725545719533,-0.36991628546062,0.568925822033181,0.377725545719533
-0.345562601776098,0.575903856250464,0.623012965863399,-0.334360319799421,0.575903856250464,0.623012965863399
-0.381069346594216,0.637038702205997,0.337137208143314,-0.366497102913839,0.637038702205997,0.337137208143314
-0.7212774983371,-0.090921446254631,-0.120992142373179,-0.721248900909063,-0.090921446254631,-0.120992142373179
-0.578857917840122,-0.566546241320181,-0.16255596026947,-0.555765574403371,-0.566546241320181,-0.16255596026947
-0.435459850008396,-0.668920751432984,0.100208732044212,-0.41970697414328,-0.668920751432984,0.100208732044212
-0.376995499525306,0.833747162985935,0.177083827283844,-0.356298627145451,0.833747162985935,0.177083827283844
-0.837730882110896,0.233358315772067,-0.44166909568952,-0.831942209313563,0.233358315772067,-0.44166909568952
-0.353164531297364,0.661140827523798,0.4909284505566,-0.339241488660117,0.661140827523798,0.4909284505566
-0.391955469288069,-0.391299372005327,0.452604348618181,-0.379058439352667,-0.391299372005327,0.452604348618181
-0.806054802688928,0.173456387171791,-0.319647030573323,-0.805437409763873,0.173456387171791,-0.319647030573323
-0.338407614782916,0.996889011126366,0.831158575276753,-0.416599242726024,0.996889011126366,0.831158575276753
-0.783536983885768,0.428707970829658,-0.488066790661131,-0.743289968061857,0.428707970829658,-0.488066790661131
-0.720406031143893,0.771895882512149,-0.844175282567751,-0.523062455399887,0.771895882512149,-0.844175282567751
-0.910743119096782,-0.17485121169841,-0.716615874106479,-0.904218295878042,-0.17485121169841,-0.716615874106479
-0.608690378768061,0.9467769508401,-0.779306389625595,-0.419737632720491,0.9467769508401,-0.779306389625595
-0.396703649864358,-0.879366572869185,0.027962153402177,-0.36819925355501,-0.879366572869185,0.027962153402177
-0.338697963895652,0.855469220579345,0.962097092757915,-0.424373703503129,0.855469220579345,0.962097092757915
-0.358936164736804,0.039043736019135,0.706391537635549,-0.341525112140874,0.039043736019135,0.706391537635549
-0.42232623305038,-0.104082849123089,0.448577335549991,-0.411008803641377,-0.104082849123089,0.448577335549991
-0.744002517512198,-0.514807669426372,-0.489077091467467,-0.686816857117342,-0.514807669426372,-0.489077091467467
-0.7640882225079,0.14764732377725,-0.218060766201213,-0.763649947962743,0.14764732377725,-0.218060766201213
-0.913507937393537,-0.008437064341154,-0.632422592288167,-0.925594731849552,-0.008437064341154,-0.632422592288167
-0.634378315075428,0.893343645364258,-0.7680170019455,-0.448857752027831,0.893343645364258,-0.7680170019455
