UCC E,t1,t2,VCC E,t1,t2
-0.338365453544075,0.836349989350273,0.526800862055944,-0.335229607780449,0.836349989350273,0.526800862055944
-0.419897118754638,0.086582174050469,0.457901455798014,-0.408130489529855,0.086582174050469,0.457901455798014
-0.844790007549385,-0.523726866427535,-0.93502942281467,-0.69200432347373,-0.523726866427535,-0.93502942281467
-0.848215356519636,0.521032790719525,-0.95740616538688,-0.690041065070322,0.521032790719525,-0.95740616538688
-0.346466863486306,-0.119201936736292,0.793140633290789,-0.333848942830312,-0.119201936736292,0.793140633290789
-0.7666331422211,0.599813587290605,-0.692865175819996,-0.650924300424401,0.599813587290605,-0.692865175819996
-0.402680882872419,-0.764929976992512,0.124869746840609,-0.382479796791662,-0.764929976992512,0.124869746840609
-0.881368231431695,0.275494621377674,-0.656775731985961,-0.859355109145988,0.275494621377674,-0.656775731985961
-0.333792219264765,-0.437160189696954,0.943428532921208,-0.356436861798185,-0.437160189696954,0.943428532921208
-0.335323995519501,-0.469666193259145,0.852957152772562,-0.342701349479946,-0.469666193259145,0.852957152772562
-0.334089219804928,-0.869931206316142,0.64462843906226,-0.349186063666512,-0.869931206316142,0.64462843906226
-0.357157246292858,-0.849887939575728,0.292038026919368,-0.340475452811311,-0.849887939575728,0.292038026919368
-0.374251794712388,-0.372228329536377,0.538743104414255,-0.358939444231299,-0.372228329536377,0.538743104414255
-0.451928395057502,-0.25814651406678,0.329768453246807,-0.44584734752842,-0.25814651406678,0.329768453246807
-0.922722703707962,0.18723906031231,-0.981795490535688,-0.869429980968789,0.18723906031231,-0.981795490535688
-0.742724442959677,-0.467075740223588,-0.424638350411116,-0.702615038502969,-0.467075740223588,-0.424638350411116
-0.663939207151658,-0.45428439419645,-0.231432370939305,-0.644343626648749,-0.45428439419645,-0.231432370939305
-0.333731871450704,-0.571900761178984,0.941689753076611,-0.369116027949673,-0.571900761178984,0.941689753076611
-0.426122946687582,-0.135737601293344,0.432497245231561,-0.415573007570379,-0.135737601293344,0.432497245231561
-0.485670974669063,-0.977468459221262,-0.43394900887629,-0.392854529210459,-0.977468459221262,-0.43394900887629
-0.407781344818599,0.745869440847433,0.123376421824565,-0.388402410936908,0.745869440847433,0.123376421824565
-0.869930136851118,-0.127639949820197,-0.473991084259821,-0.875098044868803,-0.127639949820197,-0.473991084259821
-0.517269989245686,0.462953559273374,0.063876415092475,-0.512088842970038,0.462953559273374,0.063876415092475
-0.561473554811969,-0.537541042583532,-0.095827430332891,-0.545880395552027,-0.537541042583532,-0.095827430332891
-0.894169061406858,-0.026065935424022,-0.533192482388126,-0.90575646832217,-0.026065935424022,-0.533192482388126
-0.766628524434959,0.446528997566014,-0.462702750804697,-0.725787643456164,0.446528997566014,-0.462702750804697
-0.823978308937245,0.427224966995839,-0.620989749713456,-0.768090899739752,0.427224966995839,-0.620989749713456
-0.35450068761049,0.757891168950066,0.400046849125181,-0.339810978008774,0.757891168950066,0.400046849125181
-0.339445234288062,-0.004443606096019,0.883050696018357,-0.335694502176141,-0.004443606096019,0.883050696018357
-0.353600812136608,-0.779602180339798,0.388309701266586,-0.33896104306629,-0.779602180339798,0.388309701266586
-0.387534620154684,-0.968097850881025,-0.031591882803461,-0.354149335216699,-0.968097850881025,-0.031591882803461
-0.349233045502494,-0.789185085036478,0.420223376806272,-0.336095184329172,-0.789185085036478,0.420223376806272
-0.92182988971737,-0.1495277120253,-0.801934192302263,-0.910688234671702,-0.1495277120253,-0.801934192302263
-0.354258694363657,0.88291148694726,0.283205410339224,-0.338039201769219,0.88291148694726,0.283205410339224
-0.470524422625118,-0.790314947104259,-0.137020321813394,-0.432411667765263,-0.790314947104259,-0.137020321813394
-0.667271973836085,-0.818574709396075,-0.741921704137698,-0.495082827418459,-0.818574709396075,-0.741921704137698
-0.924469036250897,-0.169681378708649,-0.999847963904499,-0.870142126781049,-0.169681378708649,-0.999847963904499
-0.766447517729693,0.299998716254493,-0.313102069772227,-0.756138053685108,0.299998716254493,-0.313102069772227
-0.811897002462111,-0.268410566944776,-0.397855760067195,-0.802628355676609,-0.268410566944776,-0.397855760067195
-0.516798117785949,0.341515037138292,0.145391342324615,-0.515210467632949,0.341515037138292,0.145391342324615
-0.797008680016332,-0.540292630681322,-0.703787218033953,-0.69529128171025,-0.540292630681322,-0.703787218033953
-0.493978684777434,0.38866365718628,0.166510815727705,-0.4911089376335,0.38866365718628,0.166510815727705
-0.475078594691744,-0.728762086339751,-0.080066069684058,-0.446533377710447,-0.728762086339751,-0.080066069684058
