-4580.609418621311 9.419148055117818e-05
-4700.910952134232 3.20067517740573e-05
-4784.520912038995 7.963205680783678e-05
-4842.368281352907 8.223657525180503e-06
-4881.976436877767 6.602542482440575e-05
-4908.677511982531 4.798016532130257e-05
-4926.207848684415 6.109455484462251e-05
-4937.157353146934 5.6302829347686755e-05
-4943.33292938106 5.622173576607194e-05
-4946.022221840891 6.70811149933446e-05
-4946.1667690692575 7.7072938195974e-05
-4944.470848690459 8.745472186813855e-05
-4941.470549097082 0.00010271884510710561
-4937.579405552322 0.00012505759623802348
-4933.12000523989 0.00015601719964169884
-4928.346690252634 0.0001883897935379892
-4923.462024249387 0.00027323219586895836
-4918.628827391202 0.00029194257534109714
-4913.977591084821 0.0003372421034569862
-4909.611099461941 0.0003528601790760087
-4905.605591306727 0.00040296322656846706
