Operators,Random E,Random E0,Recycled E,Recycled E0,Exact
2,-2.166071663725058,-1.659094209041626,-2.1660716637250577,-2.08286641124677,-2.8009588996544585
2,-2.166071663725058,-2.128555427041246,-2.1660716637250577,-2.08286641124677,-2.8009588996544585
2,-2.1660716637250497,-1.6099581079681673,-2.1660716637250577,-2.08286641124677,-2.8009588996544585
3,-2.2869089424376994,-1.9322154552670345,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.286908942437699,-2.1802793531571756,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424376994,-1.6718307248887903,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.286908942437699,-2.1033025532305705,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.286908942437698,-1.3897780795511292,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424376945,-2.25380243520792,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.286908942437698,-1.518874510063697,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424377,-2.17993153587452,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.286908942437699,-1.5601688516788093,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424376994,-2.045303742157105,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424376963,-1.5960393042012386,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.286908942437692,-1.713737343785069,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424376985,-2.2482427742713917,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.286908942437699,-1.5324159988892982,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424376985,-1.7009105800766922,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.286908942437697,-1.8316221378294784,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.286908942437697,-2.0262921971120007,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424376954,-2.163558472614018,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.286908942437698,-1.592220849048834,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424376945,-2.257008417811438,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424376985,-1.6525285747592857,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424376994,-1.7634727629723468,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424376985,-2.0821931700382015,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.286908942437698,-1.8063060139777924,-2.286908942437698,-2.16543610550871,-2.8009588996544585
3,-2.2869089424377,-1.380961909127659,-2.286908942437698,-2.16543610550871,-2.8009588996544585
